type,slope,resonance,input_amplitude,rms,early_rms,output_peak,fundamental_amplitude,finite,stage1_limit_hits,stage2_limit_hits,stage1_max_prelimit,stage2_max_prelimit
LPF,12,46,1.000,0.00434480441515,0.0043446900873,0.919126689434,0.00614366798744,1,0,0,1.30039324483,1.08810576897
LPF,12,47,1.000,0.00442078429902,0.00442066553553,0.919132649899,0.00625110991098,1,0,0,1.32302785272,1.10660782928
LPF,12,48,1.000,0.00449862166742,0.00449849840017,0.919138610363,0.00636117839753,1,0,0,1.34620456807,1.12548841096
LPF,12,49,1.000,0.00457839890071,0.00457827106066,0.919144511223,0.00647398993818,1,0,0,1.36994555373,1.1447592134
LPF,12,50,1.000,0.00466020264048,0.00466007014932,0.919150412083,0.00658966704957,1,0,0,1.39427389012,1.1644322433
LPF,12,51,1.000,0.00474412410824,0.00474398688677,0.919156312943,0.00670833872466,1,0,0,1.41921362705,1.18451982962
LPF,12,52,1.000,0.00483025944544,0.00483011741189,0.919162154198,0.00683014091336,1,0,0,1.44484689307,1.20576228028
LPF,12,53,1.000,0.0049187101091,0.00491856317697,0.919167995453,0.00695521708208,1,0,0,1.4712191791,1.22769515449
LPF,12,54,1.000,0.00500958325253,0.00500943132746,0.919173836708,0.00708371875212,1,0,0,1.49831024363,1.25020519753
LPF,12,55,1.000,0.00510299218189,0.00510283516638,0.919179677963,0.00721580614514,1,0,0,1.52615280082,1.27331602953
LPF,12,56,1.000,0.00519905684496,0.00519889463529,0.919185459614,0.00735164887449,1,0,0,1.55478131757,1.29705230071
LPF,12,57,1.000,0.00529790433292,0.00529773681543,0.919191241264,0.00749142665458,1,0,0,1.58423213024,1.3214397463
LPF,12,58,1.000,0.0053996694814,0.00539949654273,0.919197022915,0.00763533015095,1,0,0,1.61454356937,1.34650524422
LPF,12,59,1.000,0.00550449547031,0.00550431699148,0.919202804565,0.00778356182832,1,0,0,1.64575786113,1.37237397226
LPF,12,60,1.000,0.00561253452417,0.00561235037435,0.919208526611,0.00793633694104,1,0,0,1.67797076005,1.39919662133
LPF,12,61,1.000,0.00572394864252,0.00572375868807,0.919214308262,0.00809388456578,1,0,0,1.71118754265,1.42684526184
LPF,12,62,1.000,0.00583891045684,0.0058387145505,0.919220030308,0.00825644881343,1,0,0,1.74545883061,1.45535969388
LPF,12,63,1.000,0.00595760412312,0.00595740211729,0.919225752354,0.00842429009111,1,0,0,1.78083846423,1.4847820012
LPF,12,64,1.000,0.00608022631061,0.00608001804219,0.9192314744,0.00859768650037,1,0,0,1.81738375321,1.51515670425
LPF,12,65,1.000,0.00620698732219,0.00620677262373,0.919237196445,0.00877693542149,1,0,0,1.85515574903,1.54653092402
LPF,12,66,1.000,0.00633811232901,0.00633789102251,0.919242858887,0.00896235525929,1,0,0,1.89425155337,1.57906677438
